date,id_str,user_name,text,time,latitude,longitude,interest
2018-05-25,15134332.0,jduman,homeward bound i ’ soooooo tired kahului airport kahului hi,03:07:33,20.89399647, -156.4373074,False
2018-05-25,216485533.0,CDRP_FSU,cdrp spent week hawaii working volcano crasar crasar lots good lessons learned proud r,01:55:48,19.47620833, -154.89601167,True
2018-05-25,15134332.0,jduman,saying goodbye friends until next year honu 🐢 ho okipa lookout paia hi w mikeduman,01:45:47,20.93510465, -156.35554191,False
2018-05-25,15134332.0,jduman,interesting stumble upon old maui high school paia hi suoadumx,01:38:46,20.9154716, -156.34915974,False
2018-05-25,122709351.0,dnimind,i queen k mall playground kahului h,01:05:29,20.8868145, -156.47500182,False
2018-05-25,122709351.0,dnimind,i macy men children home kahului h,01:04:55,20.88681354, -156.47493302,False
2018-05-24,19560314.0,rockyrooo,drinking fire rock konabrewingco laverne sports bar,21:51:19,19.634, -155.99,True
2018-05-24,31082700.0,ecokid_pt,change command ceremony a beautiful breezy day 🇺 🇸 🤙 🏽 pohakuloa training area hi,19:50:28,19.75806308, -155.53431235,False
2018-05-24,278646584.0,BrianPAlva,maui unforgettable place go unwind unplug go adventure maui ♥ travel,14:43:06,20.99723776, -156.65361422,False
2018-05-24,203930370.0,dancedeets,hilo hi united states space lab vol kxgqyqjnb,13:15:04,19.7078583, -155.0638319,False
2018-05-24,19560314.0,rockyrooo,omggg drinking kua bay ipa konabrewingco rays bay,08:17:18,19.5592, -155.966,False
2018-05-24,19560314.0,rockyrooo,so much yummm drinking hanalei island ipa konabrewingco rays bay,08:02:36,19.5592, -155.966,False
2018-05-24,41440862.0,viliutahhomes,sitting plane ‘ ewa ’ ewa hawaiianair heading motherland ready see family sleep 🤙 🏽 oahu,07:41:26,19.73457183, -156.04108185,False
2018-05-24,3048544857.0,googuns_lulz,fbbdcdaeeaefcebcefabcfdaeefeaaccdadcfffe,05:51:01,20.89464582, -154.63250624,False
2018-05-24,1058710904.0,E2EJobs,can recommend anyone job hilo hi khkskzqyo customerser,05:07:26,19.7070942, -155.0884869,False
2018-05-24,14087803.0,jozimo,early morning coffeeeeeee earlier today kona coffee amp tea kailua kona hi,04:45:10,19.64521284, -155.99470781,False
2018-05-24,14087803.0,jozimo,good brew good talks great friend gideon konabrewingco amp brewpub kailua kona hi,03:26:59,19.64294017, -155.9975679,False
2018-05-24,242797446.0,erivaldoff,tchau hawaii hawaii,01:56:54,20.88172105, -156.43705165,False
2018-05-24,14087803.0,jozimo,work beans the coffee lounge kailua kona hi,01:52:45,19.63747131, -155.9894338,False
2018-05-23,15134332.0,jduman,vacation souvies maui tattoo kihei hi w mikeduman cwtsncu,22:53:34,20.73178, -156.45132568,False
2018-05-23,242797446.0,erivaldoff,i nāpua kohala coast h,21:46:19,19.94183659, -155.87218523,False
2018-05-23,15134332.0,jduman,wow we ’ get th night villas booked moved resort last night holy,20:32:32,20.919752, -156.69500791,False
2018-05-23,889599440.0,JoinBAYADA,if looking work wailuku hi check job hkmelvtpp cler,15:37:01,20.8911111, -156.5047222,False
2018-05-23,33142966.0,FOX40,man defending hawaii home volcano hit by flaming lava bom,14:34:58,19.497503, -154.95081,True
2018-05-23,788327654.0,deltabrewing,drinking voodoo ranger juicy haze ipa newbelgium what ales you taphouse — jdit,06:07:16,20.7323, -156.452,False
2018-05-23,788327654.0,deltabrewing,drinking voodoo ranger juicy haze ipa newbelgium what ales you taphouse,06:06:37,20.7323, -156.452,False
2018-05-23,109533300.0,Omeeoh,やっと美しい夕日がみれた ！ the canoe house kamuela hi dquurs,05:35:47,19.94731069, -155.8668967,False
2018-05-23,122709351.0,dnimind,ใกล ้ บ ้ านเลยยย foodland pukalani makawao hi,04:52:53,20.83779109, -156.34241821,False
2018-05-23,242797446.0,erivaldoff,i lava lava beach club kamuela h,02:34:30,19.91335475, -155.88807723,True
2018-05-23,15595248.0,rolodj,i as koa gt sfo seat c kailua kona h,01:34:54,19.73517, -156.04173,False
2018-05-23,39210971.0,broaloha,i ktasuperstores kailua kona h,00:53:30,19.57013454, -155.96197136,False
2018-05-23,100013457.0,keefir1203,i hiltonwaikoloa village waikoloa h,00:21:38,19.923984, -155.887487,False
2018-05-23,242797446.0,erivaldoff,i bamboo restaurant gallery hawi h,00:20:15,20.23801758, -155.83115604,False
2018-05-22,15134332.0,jduman,watchin ’ nature crazy blow hole hi xovfwrtl,23:42:12,21.02551577, -156.58965288,False
2018-05-22,15134332.0,jduman,this amazing olivine pools wailuku hi w mikeduman eqzsjm,23:13:40,21.00881109, -156.55683312,False
2018-05-22,100013457.0,keefir1203,ハワイ島へ上陸日本人まったくおらず ´ ・ ω ・ コナ国際空港 kailua kona hi ccaguwuj,22:59:46,19.73549893, -156.04078617,False
2018-05-22,122709351.0,dnimind,ด ี ย ์ queen ka ahumanu center queenkcenter kahului hi,22:45:36,20.88767361, -156.47532329,False
2018-05-22,15595248.0,rolodj,i kona international airport kailua kona h,22:43:43,19.73549893, -156.04078617,False
2018-05-22,15595248.0,rolodj,i tsa checkpoint kailua kona h,22:43:31,19.73532443, -156.04137596,False
2018-05-22,73819469.0,PatootieLlaguno,i zippys hilo hilo h,22:27:27,19.696784, -155.064225,False
2018-05-22,73819469.0,PatootieLlaguno,i hilo hawaii h,22:27:20,19.71800398, -155.08512017,False
2018-05-22,7.746949261352223e+17,ilovethisbot,i 👓 hil,14:30:04,19.7, -155.1,False
2018-05-22,15595248.0,rolodj,i krua thai cuisine kailua h,06:00:35,19.64065589, -155.9922127,False
2018-05-22,122709351.0,dnimind,แค ่ ว ั นแรกก ุ ก ็ จะตายแล ้ วจ ้ า mcdonald makawao hi,03:23:06,20.83600833, -156.33735605,False
2018-05-22,15595248.0,rolodj,i regal cinemas makalapua regalmovies avengers infinity war kailua kona h,02:02:58,19.651898, -155.99843,False
2018-05-22,15595248.0,rolodj,i quinn almost by the sea kailua kona h,01:03:34,19.64106159, -155.99667379,False
2018-05-22,122326914.0,melp_4,insanely happy back four seasons resort hualalai historic ka upulehu kailua kona hi,00:59:18,19.82775177, -155.99181923,False
2018-05-22,7.909710080143647e+17,Keiki2808,tmobile hcfhawaiimahalo seisha amp bryson hiloholdingstrong mahi celeste red cross,00:54:17,19.7148432, -155.0644433,False
2018-05-21,15134332.0,jduman,quite possibly favorite place world at least far ho ‘ okipa beach park pāʻia hi w mikeduman,23:37:13,20.9339271, -156.35673248,False
2018-05-21,109533300.0,Omeeoh,スーパーのお酒コーナー行ったら 、 こんなに日本酒並んでた ！ kta super stores hi nsomsjf,22:47:35,19.92784763, -155.7872416,False
2018-05-21,3048544857.0,googuns_lulz,ccdfdaeafbdfceefadececafcafaffcebcbdfdfdfebef,21:48:00,21.00186624, -156.42727547,False
2018-05-21,109533300.0,Omeeoh,日本人の支配人が帰国する時にわざわざ購入して持って帰るクッキーだそうで購入してみた 。 mrs barry kona cookies kailua kona hi qbhsokjj,21:43:44,19.68692595, -156.01961323,False
2018-05-21,2861508283.0,Palms311,hawaiinewsnow what going kahului airport massive cloud black smoke appeared,20:56:50,20.89, -156.45,True
2018-05-21,180155309.0,stomoma,これから日本に帰りまーす kona international airport kailua kona hi,20:04:38,19.73549893, -156.04078617,False
2018-05-21,8241232.0,AnthonyQuintano,i hilo international airport hilo h,06:56:56,19.71887858, -155.04764557,False
2018-05-21,15595248.0,rolodj,i mi waterfront bistro kailua kona h,05:46:58,19.636325, -155.991918,False
2018-05-21,109533300.0,Omeeoh,全米ナンバーワンになったことのある海だそうだが 、 曇ってるねぇ hāpuna beach state recreation area kamuela hi erlrxsb,05:09:20,19.9910871, -155.82464105,False
2018-05-21,242797446.0,erivaldoff,i shiono mauna lani hawaii county h,04:01:45,19.93869461, -155.86730218,False
2018-05-21,14236288.0,mdusing,double fisted sour salt face drinking two tickets paradise mauibrewingco crookedstave,03:37:19,20.7494, -156.438,False
2018-05-20,7.8657838153395e+17,SWCUCC,sbmffglsj hawaii disast,23:35:36,19.426132, -154.880813,False
2018-05-20,519870520.0,Seattlebeerhino,back da happy place drinking pog ipa mauibrewingco mauibrewingco — tvvir,23:31:04,20.7494, -156.438,False
2018-05-20,31082700.0,ecokid_pt,first time cold upcountry day pau kamuela hi,23:22:36,20.02310469, -155.67686374,False
2018-05-20,18490513.0,JReese513,goodbye hawaii back work tomorrow,23:12:51,19.82742682, -155.99312995,False
2018-05-20,302206097.0,LithiaJobs,see latest kahului hi job click apply service technician pzbscntam automo,23:03:40,20.8901116, -156.4614301,True
2018-05-20,122709351.0,dnimind,ห ิ วข ้ าวส ั สสส pizzahut lahaina hi,22:58:48,20.881853, -156.680904,False
2018-05-20,109533300.0,Omeeoh,ドトールのコーヒー農園 。 花とフルーツいっぱいで姐さん方に良かった 。 mauka meadows ocean bbklhih,22:16:34,19.64798559, -155.95449954,False
2018-05-20,15595248.0,rolodj,i island lava java bistro amp grill lavajavahawaii kailua kona h,22:09:15,19.63532716, -155.99023643,True
2018-05-20,109533300.0,Omeeoh,コーヒー美味しかった ‼ ️ ucc ueshima coffee hawaii kailua kona hi nfjuouab,21:26:30,19.64180366, -155.95270174,False
2018-05-20,50992200.0,pinynu,drinking ipa ola brew company paradisebrewing,21:12:05,19.6399, -155.996,False
2018-05-20,16422718.0,BillyChavis,headed maui kona international airport kailua kona hi,20:13:04,19.73549893, -156.04078617,False
2018-05-20,242797446.0,erivaldoff,my favorite breakfast place kona hawaiian style cafe waimea style hawaii waimea hi,19:08:21,20.02245278, -155.67482757,False
2018-05-20,8.494681764422492e+17,worldfrontpage,hawaii tribune heraldhilo hawaii usasunday may xjespbz,17:30:20,19.707243, -155.081635,False
2018-05-20,7.746949261352223e+17,ilovethisbot,i 👆 🏽 hil,16:00:04,19.7, -155.1,False
2018-05-20,1058710904.0,E2EJobs,see latest hi job click apply customer service associate oblsagtgu customerser,14:15:10,19.6399924, -155.9969052,True
2018-05-20,109533300.0,Omeeoh,会社の宿泊施設からの風景 ～ 。 リゾートと溶岩と海とで不思議な光景 mauna lani resort • kalāhuipua ‘ kohala coast hi,08:00:54,19.94036825, -155.86136839,False
2018-05-09,42138551.0,mlkmus,happy whalewednesday humpback whale fluke taken aboard,14:56:49,20.98590154, -156.66873096,False
2018-05-09,79450692.0,LaSardineCan,just posted photo hawaii volcanoes national par,14:16:38,19.42918452, -155.25757285,False
2018-05-09,221399915.0,KelseyMarier,collect moments things napili hawai,14:11:12,20.98777778, -156.66777778,False
2018-05-09,43163920.0,GevaNeva,island of hawai volcano updateofficial statement on current,14:00:11,19.49378056, -155.00968889,True
2018-05-09,17199767.0,EdTecHakk,happy birthday beautiful wife,13:15:54,20.8861, -156.675,False
2018-05-09,480668030.0,LUXEISLE,wednesday wanderlust thinking the big island 🌴,12:44:35,19.9163848, -155.88579531,False
2018-05-09,22450662.0,fit4maui,it ’ travel time super comfy flight ogg dallas full lay,12:30:10,20.89861111, -156.43055556,False
2018-05-09,2610966740.0,NJ_Surf_Fitness,anti gravity lightrays underwaterabyss ocean pacificocean water,11:48:05,20.68377868, -156.4417521,False
2018-05-09,47503821.0,jennybrucenyc,hold there land sight 🌟 lifesaver holdon dontgiveup,11:30:57,20.89723883, -156.70092951,False
2018-05-09,322982808.0,vlohvitstyler,took small hike view and cold puʻu huluhul,11:26:14,19.3712, -155.205,False
2018-05-09,322982808.0,vlohvitstyler,hurts gotta stare social media wishing,11:24:23,19.4735, -154.92,False
2018-05-09,322982808.0,vlohvitstyler,😂 😂 😂 original post kidbranzhawaii source cbs hawaii viral,11:24:04,19.4735, -154.92,False
2018-05-09,2672002140.0,NERDWatchNation,roncat thank creating beautiful piece,11:22:04,20.88564, -156.47766,False
2018-05-09,494507996.0,garrickpeters,this cloud cover brings amazing light maui,09:06:46,20.66347782, -156.44132085,True
2018-05-09,17478560.0,LukeEclipse,who inspired leave comment,08:56:19,19.72155086, -155.09616342,True
2018-05-09,28766392.0,WestCstStruttin,jason bourne hiding maui jasonbourne mattdamon,08:53:30,20.87425, -156.6750999,False
2018-05-09,240277857.0,vinodivasworld,island maui staglinontheroad maui hawaii aloha,08:37:02,20.69, -156.43889,False
2018-05-09,28766392.0,WestCstStruttin,sea turtles chilling beach seaturtle seaturtles,08:27:45,20.6540706, -156.44116353,False
2018-05-09,176106184.0,Fioutiful,falling love island roadtohana blacksandbeach,08:25:35,20.85629, -156.31588,False
2018-05-09,240277857.0,vinodivasworld,quick flight maui dinner millhousemaui honestly,08:04:29,20.84899058, -156.50721138,False
2018-05-09,54474170.0,x3cinderella48,micah ’ last gymagery graduates pre school thank,07:58:32,20.88526312, -156.46493654,False
2018-05-09,241074964.0,simonrrbrown,on way kalaupapa ft cliff path a,07:33:54,21.15575015, -156.9564703,False
2018-05-09,3000643676.0,PadinFULL,words ’ describe fun i wonderful woman,07:26:52,20.6575, -156.445,False
2018-05-09,49840255.0,insidejobrob,walk dragon labyrinth,07:18:39,20.99798219, -156.66561213,False
2018-05-09,3000643676.0,PadinFULL,my bad ass girl damesy taking atv ride hawaiian,07:16:22,20.95104933, -156.51734768,False
2018-05-09,49840255.0,insidejobrob,this zoo helps animals recover boo,07:16:00,20.90452, -156.28218,False
2018-05-09,36722963.0,Carlitobythebay,nofilter kiteboarding familytrip mau,06:54:45,20.68377868, -156.4417521,False
2018-05-09,322284644.0,taydavies_,first national park • • • many go ⛰ haleakalā national,06:51:46,20.76951362, -156.24264947,False
2018-05-09,42410227.0,kellovinlife,had amazing day today followed fabulous anniversary dinner,06:47:11,20.92915584, -156.36718517,False
2018-05-09,1704004980.0,GeneLamkin,hilo murals hilo hawai,06:37:41,19.7055, -155.086,False
2018-05-09,122307661.0,IlhamAbbas,visited kilauea volcano from air showing active,06:17:20,19.56483906, -155.96510866,True
2018-05-09,21226961.0,Mr2theP,talking problems me i talk solutions listenlinda islandfever,06:13:09,20.897778, -156.222222,False
2018-05-09,20118175.0,Nicknack784,a luau books tomorrow road,06:07:31,20.68434638, -156.441257,False
2018-05-09,249924919.0,hall476,here fishy fishy fishy fishy kealakekuabay cookpoint,05:46:19,19.471389, -155.908056,False
2018-05-09,8.001107202138726e+17,MNahidC,final observation night nasa irtf a little cloudy sunset forecast may improve night wea,05:34:29,19.8261359, -155.4722325,True
2018-05-09,165421195.0,irishman911,no words needed kaanapali hawai,05:07:49,20.9348, -156.679,False
2018-05-09,238455583.0,TweetsNotTwits,turtle town hooikipa beach they come beach rest,05:07:41,20.81105, -156.2887,False
2018-05-09,19478886.0,Brittneeeeeyyyy,now i understand people always come back ❤ ️ kihei hawai,05:00:45,20.7591, -156.457,False
2018-05-09,15878114.0,erikblair,my last month enjoying friends i ’ made mauibrewingco maui,04:40:23,20.74945214, -156.43861771,False
2018-05-09,167846691.0,DisreisDiogo,first couple days maui maui hawaii aloha lahaina,04:38:50,20.8861, -156.675,False
2018-05-09,15318615.0,jhaubein,yes ’ black sand such experience today road hana,04:38:47,20.78619, -156.00643,False
2018-05-09,3254543274.0,callmewera2,🤙 🏻 en centro cultural universitario tlatelolc,04:32:02,19.45149612, -157.13618469,False
2018-05-09,3254543274.0,callmewera2,🤙 🏻 chida asamblea en centro cultural universitario tlatelolc,04:30:00,19.45149612, -157.13618469,False
2018-05-09,60707138.0,sherfit,good night 🌙 maui ❤ ️ wishing everyone amazing night 🙏 🏼 maui,04:26:24,20.8861, -156.675,False
2018-05-09,1704004980.0,GeneLamkin,red road tree tunnel hawaii bigisland kalapana hawai,04:23:28,19.3542, -154.979,True
2018-05-09,35857129.0,johnendriss,got briefly serve red cross eruption shelter today here,04:20:35,19.501, -154.953,True
2018-05-09,1054364461.0,ChrisKuzmich,great back big island 🌴 poke booze start,04:19:16,19.932, -155.865,False
2018-05-09,28028994.0,WestinKaanapali,check pulehu italian grill featured maui now learn,04:14:10,20.93946854, -156.69201331,False
2018-05-09,162261574.0,MabelJazmin3,my awesome comfortable tropical,04:13:39,20.93192952, -156.69246608,False
2018-05-09,1124236429.0,kaleisoufl,life coming us like 🌊 🌊 makalawena hawai,03:55:30,19.79204912, -156.02776715,False
2018-05-09,299217642.0,0wwl,island living 🏝 🥥 🌺 kapalua hawai,03:44:09,20.9967, -156.653,False
2018-05-09,254398554.0,JALLDAY87,first time i seen sun come 😢 ☀ ️ praise hawaii maui,03:39:55,20.96135606, -156.68371442,False
2018-05-09,20118175.0,Nicknack784,we get luau maui,03:39:23,20.68434638, -156.441257,False
2018-05-09,238455583.0,TweetsNotTwits,i know ’ supposed dink things bigger head,03:38:53,20.73233496, -156.45217896,False
2018-05-09,28749019.0,michaelhaig07,“ it magical world hobbes ol buddy let go exploring ”,03:35:36,20.8861, -156.675,False
2018-05-09,9844042.0,cral,mothers ’ day coming i get beautiful new mom,03:23:56,19.65, -155.994,False
2018-05-09,116923047.0,YNVUCLOTHING,dope shirts still available ynvuclothing design comes,03:17:28,20.8907108, -156.4644165,False
2018-05-09,234959946.0,caitlin_gamba,bay watch 👌 🏻 honolua ba,03:14:33,21.013806, -156.638455,False
2018-05-09,748027891.0,aubriwockenfuss,🌹 black amp white 👼 🏽 day amp night 🌹 captain cook hawai,02:52:26,19.4982, -155.904,False
2018-05-09,402302136.0,bacforsyth,binocular shots hawaii edition west mau,02:51:57,20.98590154, -156.66873096,False
2018-05-09,153900597.0,jeffpayton,you never go wrong mama ’ fish house ’ lit maui,02:33:19,20.92915584, -156.36718517,False
2018-05-09,555610865.0,smwertheimer,maui magical exploring lahaina,02:25:04,20.8861, -156.675,False
2018-05-09,2751117794.0,byroncelebrant1,coconut tree full coconuts ’ slight lean a stormy,02:24:21,20.7591, -156.457,False
2018-05-09,21226961.0,Mr2theP,madreal itsirez palosanto 🅿 ️ hana highwa,02:24:19,20.897778, -156.222222,False
2018-05-09,18905931.0,jondavisphoto,it ’ stormy day waves amazing watch,02:12:57,20.9949, -156.66634,True
2018-05-09,184891549.0,bram_laenen,we reminded planet ever changing environment,02:12:22,19.9431, -155.79,False
2018-05-09,16388224.0,auroral24,wine tasting cousintime hawaii travel wesafe lavaontheotherside,02:11:10,19.44571214, -155.28476932,False
2018-05-09,28766392.0,WestCstStruttin,hung w gorgeous sea turtle lunch shaping,01:18:14,20.6540706, -156.44116353,False
2018-05-09,955922773.0,WhiskeyWellness,𝒟𝒾𝒹 𝐼 𝓉𝑒𝓁𝓁 𝓎 💜 𝓊 𝒽 😍 𝓌 💜 𝒷𝓈𝑒𝓈𝓈𝑒𝒹 𝐼 𝒶𝓂 𝓌𝒾𝓉𝒽 𝐻𝒶𝓌𝒶𝒾𝒾 travel,01:06:49,20.68377868, -156.4417521,False
2018-05-09,997765932.0,MelanieWarner77,my office today kihei hawai,01:03:26,20.7591, -156.457,False
2018-05-09,861553051.0,DabbleInTravel,best target purchase hawaii trip flamingo amp,01:03:09,20.94242269, -156.69104576,False
2018-05-09,798002978.0,Rosapena69,kapaluagolf baycoursekapalua maui gran día de golf en kapalua,01:01:44,21.0035, -156.64317,False
2018-05-09,874904274.0,MikhailaAleksis,feeling extremely lucky avoiding toronto allergy season 🌴,01:00:17,20.7591, -156.457,False
2018-05-09,36538894.0,MannyG904,🤫 shhh ’ say nothin unreleased i ’ droppin,00:49:54,20.9175, -156.32583333,False
2018-05-09,144576109.0,SkipRockDistill,my life complete lifegoals putthelimeinthecoconut kihei hawai,00:47:10,20.7591, -156.457,False
2018-05-09,42410227.0,kellovinlife,happy anniversary us 🌴 🏖 🍹 👙 🍹 ☀ ️ so grateful amp blessed blessed,00:46:15,20.9348, -156.679,False
2018-05-09,7.537282012773458e+17,clsmaui,back konatown 🌴 😎 💯 kailua kona hawai,00:46:06,19.65, -155.994,False
2018-05-09,254398554.0,JALLDAY87,at least hair enjoying rain maui where ☀ ️,00:32:48,20.9967, -156.653,False
2018-05-09,1537715474.0,SoulKitchenMaui,music ing friday may th mulligansontheblue pm,00:24:57,20.67452549, -156.43710332,False
2018-05-09,54316021.0,BANGATRAX,i put new music the studio still,00:15:41,20.90383586, -156.48561567,False
2018-05-09,176130205.0,RoseLerner,honeymoonconfectionery lahaina harbo,00:14:37,20.87258987, -156.67830398,False
2018-05-09,176130205.0,RoseLerner,before honeymoonconfectionery lahaina hawai,00:08:31,20.8861, -156.675,False
2018-05-09,1296285120.0,JungleZipMaui,zipping rain shine rain part nature beauty,00:02:53,20.9073535, -156.2291851,False
2018-05-08,352942068.0,athinamaeyor,respect land leave only footprints 👣 🌺 maui waterfall,23:53:15,20.91191351, -156.2431144,True
2018-05-08,320433145.0,d0md0m32,ay tell avengers need real one end thanos hit line fortnit,23:31:24,19.67141514, -155.09871499,False
2018-05-08,3318479053.0,dirtymonkeymaui,karaoke tuesday casey jones come get,23:26:33,20.87614, -156.68019,False
2018-05-08,374953981.0,SKIMHAWAII,nothing like scoring solid ones friends some heavy,23:14:49,20.8868816, -156.4774079,False
2018-05-08,4371470354.0,PURELifeMediaHI,i always thinking future what i next sometimes,23:03:55,19.71916667, -155.10944444,False
2018-05-08,21823971.0,nellielaan,still far away us hope stops soon pahoa lava,23:03:02,19.501, -154.953,True
2018-05-08,1534514100.0,24k_purelife,new content 💯 are ready change life k purelife,22:50:39,20.91312, -156.69244,False
2018-05-08,36138306.0,iammrperkins,let us understand people hawaii literally going,22:48:23,19.501, -154.953,False
2018-05-08,2225597864.0,jarecki8,no bows definitely saw rain 🌈,22:39:55,19.71916667, -155.10944444,False
2018-05-08,176130205.0,RoseLerner,banyan tree honeymoonconfectionery lahaina banyan court par,22:37:16,20.87166667, -156.6775,False
2018-05-08,273328574.0,southbaysfinest,maka gurl west mau,22:28:17,20.98590154, -156.66873096,False
2018-05-08,47749806.0,senshine,we got maui ’ honeymoon,22:16:12,20.69231254, -156.44252787,False
2018-05-08,3160074564.0,gowikifresh,our present you graduation season ➡ ️ get bonus gift,22:12:32,19.71218, -155.07635,False
2018-05-08,28669569.0,JanaMcMahon,pan browned japanese eggplant 🍋 maldonsalt keep,22:01:35,20.7049, -156.44639,False
2018-05-08,3110712796.0,pineapple_jen,one rare days sky true blue,21:56:33,19.65, -155.994,False
2018-05-08,59404473.0,atari_kid,i ’ going way travel molokai luckywelivehonolulu,21:53:45,21.13333333, -157.03333333,False
2018-05-08,259527866.0,cam_schott,to dipping toes every ocean hiking every mountain sailing,21:40:43,19.7055, -155.086,False
2018-05-08,471551273.0,Smmarsh402,formalnight bankofthewest maui waile,21:34:22,20.690104, -156.439108,False
2018-05-08,3320501641.0,VelofixHawaii,fshualalai host davescottx triathlon camps,21:07:15,19.82792, -155.99132,False
2018-05-08,764488285.0,corsitix,🌺 🌺 en hawaiian island,21:01:03,19.64188, -155.99315,False
2018-05-08,116923047.0,YNVUCLOTHING,maui favorite urban store ynvuclothing mauimall ynvu,20:52:53,20.8907108, -156.4644165,True
2018-05-08,66811005.0,HiloPalace,tonight pm last chance catch laugh loud,20:44:52,19.72453, -155.08649,False
2018-05-08,9.491287354998088e+17,aikudeesh,praying woody 😓 🙏 🏼 🙏 🏼 🙏 🏼 leilani hawaii kilauea,20:33:25,19.4735, -154.92,True
2018-05-08,21552218.0,3dueces,i gotta thank boys hopupmagazine leading,20:32:09,20.68377868, -156.4417521,False
2018-05-08,24469301.0,sweetcherrybomb,hiki ke ʻōlelo hawaiʻi akā ʻaʻole maikaʻi loa 😬 🤣 edit,20:21:50,19.7055, -155.086,False
2018-05-08,120947731.0,1hawaiiboy,the tools ready afternoon strawberry mules kalaoa hawai,20:13:31,19.723, -156.005,False
2018-05-08,14466397.0,MauiBenjamin,rainbows ft early neasterly wind mph knots w gusts,19:59:21,20.9348, -156.679,False
2018-05-08,14466397.0,MauiBenjamin,ho ’ okipa ft bumpy wet amp stormy tuesday morning north shore,19:57:02,20.9332, -156.358,False
2018-05-08,606525786.0,namasteonmaui,this one hot song i ’ get head 🎶 the talent,19:56:35,20.9348, -156.679,False
2018-05-08,125356347.0,katarinaofdnile,today i ’ listening podcast emotional,19:37:21,20.9967, -156.653,False
2018-05-08,78695524.0,JoshMarburger,old school reminder purpose today lecrae never,19:26:15,20.82161194, -156.32952154,False
2018-05-08,606525786.0,namasteonmaui,so much fun 😎 🤙 🏽 luau maui sugarbchevents located right,19:21:45,20.78446, -156.46577,False
2018-05-08,238455583.0,TweetsNotTwits,attention new york this proper poke bowl it ’,19:08:59,20.88333333, -156.65,False
