id_str,screen_name,created_at,latitude,longitude,text
188610067,NightSea_ageha,Wed May 02 01:11:48 +0000 2018,19.5833, -155.969,#om ✨🙏✨ Love the amazingly rich #nature that #hawaii has to offer
69569140,miu_north,Wed May 02 00:44:45 +0000 2018,18.970216, -155.659914,"ハワイ島(アメリカ)最南端です。風が強い。 場所: South Point, Big Island, Hawai"
9389942,chrisjb,Tue May 01 23:32:39 +0000 2018,20.0353, -155.828,"Just posted a photo @ Kawaihae, Hawai"
380438861,arielkcurry,Tue May 01 20:50:17 +0000 2018,19.56666667, -155.5,More fun times in Hawaii with my handsome husband 😊 @ Hawaii (island
39596390,DeVante1,Tue May 01 19:40:28 +0000 2018,19.3831, -155.901,"Just posted a photo @ Hookena, Hawai"
3886513274,loftandlearn,Tue May 01 19:32:27 +0000 2018,19.4982, -155.904,It’s time for the pool! Happy Tuesday 😊———#thekidsloft #swimming #hawaii
1695476347,vinillaskyz,Tue May 01 18:26:13 +0000 2018,19.65, -155.994,We have a visitor for breakfast 🦎 #gecko #lizardsofinstagram #hawaii
16604524,konafriends,Tue May 01 16:10:07 +0000 2018,19.65, -155.994,"#Kona sunset #Hawai’i @ Kailua-Kona, Hawai"
29870938,MichaelVergona,Tue May 01 07:39:57 +0000 2018,19.39923, -155.287,Left a mark on #hawaii @ Hawai'i Volcanoes National Par
1855154000,etk_143,Tue May 01 07:33:34 +0000 2018,19.5833, -155.969,"Just posted a photo @ Kahaluu, Hawai"
9670522,evee,Tue May 01 05:29:08 +0000 2018,19.39923, -155.287,Oh Noooooo!!!!!!!#hawaii #kilauea #volcano #caldera #lava #nofilter @
227366903,mike_herron,Tue May 01 04:52:40 +0000 2018,19.4269, -155.913,"Sunset with my sweetheart. @ Honaunau, Hawai"
9389942,chrisjb,Tue May 01 04:44:42 +0000 2018,19.9431, -155.79,"Just posted a photo @ Waikoloa, Hawai"
34309691,PattyKWilliams,Tue May 01 04:14:02 +0000 2018,19.39923, -155.287,From inside a lava tube big enough to walk through! #nofilter #hawaii
62921898,megantg,Tue May 01 04:05:57 +0000 2018,19.99806, -155.81602,A Hui Hou (until we meet again) Hawaii✨🌊🌺✌️.....Thank you nsav226 &amp;
289779856,KonaHomeTeam,Tue May 01 03:03:35 +0000 2018,19.5264, -155.923,New Commercial Building For Sale in #Hawaii - go to our bio for a link to it
149004401,mikeygomikey,Tue May 01 00:50:21 +0000 2018,19.68921, -156.02133,Aloha sleepy friend. @ Kaloko-Honokōhau National Historical Park Hawai
272656504,chrisgrohusko,Tue May 01 00:39:17 +0000 2018,19.8253, -155.47,Winter star cluster M35 shot by Canada-France-Hawaii #telescope
1362940184,NeerajPeriwal,Tue May 01 00:31:37 +0000 2018,19.13664, -155.50421,black sand | white Vans#hawaii #blacksandbeach
1855154000,etk_143,Mon Apr 30 22:47:24 +0000 2018,19.5833, -155.969,"#kahaluu🌴 @ Kahaluu, Hawai"
139028985,Rabuuf,Mon Apr 30 20:00:35 +0000 2018,19.67446, -156.01537,Ain’t no bones about it. @ Kaiser Permanente Hawai
139028985,Rabuuf,Mon Apr 30 19:04:11 +0000 2018,19.64162, -155.99506,Finally getting this stupid ankle looked at. @ Hawaii Radiological
265058433,DuckSoSoft,Mon Apr 30 18:01:38 +0000 2018,19.65, -155.994,"Fun times were had. #latepost @ Kailua-Kona, Hawai"
334403866,WordsOfVikram,Mon Apr 30 17:53:16 +0000 2018,19.73888889, -156.04555556,When I leave Hawaii and have to wear work pants for meetings on the mainland. @ Kona
205492157,chowbabylovin,Mon Apr 30 12:31:22 +0000 2018,19.5653, -155.965,"Second last sunset in Kona @ Keauhou, Hawai"
303896279,JustinRusnak,Mon Apr 30 01:23:31 +0000 2018,19.49052, -155.912511,"Day out with dinosaurs, octopus and a big ass whale. #bishopmuseum #hawaii #oahu  #dinosaurs @"
493461606,ashleyyyz3,Sun Apr 29 23:23:18 +0000 2018,19.56666667, -155.5,pieces of the big island @ Hawaii (island
205492157,chowbabylovin,Sun Apr 29 23:06:48 +0000 2018,19.64373, -155.99352,Brunch date spam 🐽 and ahi tuna 🐟 #food #Hawaii #yum @ L &amp; L Hawaiian Barbecu
44781746,zeketomaselli,Sun Apr 29 22:37:56 +0000 2018,19.7055, -155.086,"Good effort Mana Boy! #tomasellikeiki #13 #hilospartans @ Hilo, Hawai"
18168492,patogawa,Sun Apr 29 22:14:51 +0000 2018,20.0776, -155.464,"#Yum @ Honokaa, Hawai"
3305166099,senseividal,Sun Apr 29 20:28:41 +0000 2018,19.4498, -155.235,"DOMINGÃO e o maçarico ligado ao máximo em Volcano, Hawai"
118955185,therealmrsHDUB,Sun Apr 29 19:55:39 +0000 2018,19.95134158, -155.86034511,"It looks like a painted backdrop...but it’s real 🌴 @ Fairmont Orchid, Hawai"
108608082,Dieuwkevdpol,Sun Apr 29 18:58:52 +0000 2018,19.7055, -155.086,🌴 take me back to Hawaii 🌴.. #hawaii #palmtrees #palmboom #takemeback #throwback #tbt #sunset
205492157,chowbabylovin,Sun Apr 29 18:45:05 +0000 2018,19.64373, -155.99352,Spam mutsubi 🍣 garlic 🍤 and ribs 🥩 #food #yum #hawaii @ L &amp; L Hawaiian Barbecu
739844468,AAgbayani,Sun Apr 29 17:39:51 +0000 2018,19.7055, -155.086,"I like my car rental. 👍🏻 @ Hilo, Hawai"
879412700786245632,DougTho89360871,Sun Apr 29 17:25:07 +0000 2018,19.6342125, -155.9895281,One thing I will not miss about Hawaii is having to wake up at 7 am
119920269,satoko0518,Sun Apr 29 13:59:05 +0000 2018,19.9240327, -155.88749886,#BOTANISTリフレッシュ#自然 #nature#hawaii#加工無し 場所: Hilton Waikoloa Villag
119920269,satoko0518,Sun Apr 29 13:58:26 +0000 2018,19.9240327, -155.88749886,#BOTANISTリフレッシュ#自然 #nature#hawaii#加工無し 場所: Hilton Waikoloa Villag
119920269,satoko0518,Sun Apr 29 13:57:32 +0000 2018,19.9240327, -155.88749886,#BOTANISTリフレッシュ#自然 #nature#hawaii 場所: Hilton Waikoloa Villag
49753446,paderan,Sun Apr 29 07:08:14 +0000 2018,19.7055, -155.086,"Just what I need. #family #alcohol @ Hilo, Hawai"
863528060,SoCalRestaurant,Sun Apr 29 05:56:14 +0000 2018,19.99474937, -155.82442103,Back one more time to Hawaii where Producer Andy is out at the @bichocofest at the @hapunaprince
49664057,BeckBBeck,Sun Apr 29 05:01:13 +0000 2018,19.65, -155.994,"One way to clear the Islands of refuse. @ Kailua-Kona, Hawai"
205492157,chowbabylovin,Sun Apr 29 04:14:37 +0000 2018,19.573034, -155.962196,The bears 🐻 are huge in Hawaii @ Regal Cinemas Keauhou 
3222720818,JakeLlaguno,Sun Apr 29 04:01:32 +0000 2018,19.9431, -155.79,"The face you make when ________ @ Waikoloa, Hawai"
29870938,MichaelVergona,Sun Apr 29 02:40:21 +0000 2018,19.95134158, -155.86034511,"The indoor beauty of Hawaii @ Fairmont Orchid, Hawai"
739844468,AAgbayani,Sun Apr 29 02:30:15 +0000 2018,19.7055, -155.086,"Cheap yoga! @ Hilo, Hawai"
3886513274,loftandlearn,Sun Apr 29 01:53:19 +0000 2018,19.65, -155.994,"Just posted a photo @ Kailua-Kona, Hawai"
39596390,DeVante1,Sun Apr 29 01:32:33 +0000 2018,19.3831, -155.901,"Hey Peter look what I just got. 🤙🏾 @ Hookena, Hawai"
450209584,Astro_Herv,Sun Apr 29 01:06:07 +0000 2018,19.82222, -155.47494,"The beautiful twin Keck telescopes sit above the clouds atop the Mauna Kea volcano, Hawaii."
62921898,megantg,Sun Apr 29 00:53:48 +0000 2018,19.7055, -155.086,"ｌｉｖｅ ａｌ🌺ｈａ @ Hilo, Hawai"
1160681300,LitoArkangel,Sun Apr 29 00:45:31 +0000 2018,19.50096531, -154.94456648,#braddahoods #daoriginalpunaboyz#kalapanaawaband #tropicallivingfestival @ Hawaii Academy of
863528060,SoCalRestaurant,Sat Apr 28 22:18:23 +0000 2018,19.99474937, -155.82442103,"Now, thanks to the magic of Instagram, we’re teleported back to Hawaii for more from the"
1160681300,LitoArkangel,Sat Apr 28 22:18:07 +0000 2018,19.50096531, -154.94456648,#artsandsciencescenterpuna #tropicallivingfestival @ Hawaii Academy of Arts and Science
72129816,hexdxche,Sat Apr 28 21:19:06 +0000 2018,20.1111, -155.599,"Find different ways to create shapes. PC: @ruizjohn @ Waipio, Hawai"
879412700786245632,DougTho89360871,Sat Apr 28 20:48:11 +0000 2018,19.64212273, -155.99364728,Shipping the scuba gear. No more diving in Hawaii for a while @ The
149004401,mikeygomikey,Sat Apr 28 17:50:17 +0000 2018,19.52876974, -155.92468765,Just cruising along. 🐢🐠 @ Two Step Beach Hawai
205492157,chowbabylovin,Sat Apr 28 07:48:26 +0000 2018,19.39923, -155.287,We saw a volcano 🌋 from far away. #volcano #bigisland #hawaii #vacation @ Hawai'i Volcanoes
205492157,chowbabylovin,Sat Apr 28 07:46:12 +0000 2018,19.13664, -155.50421,We saw turtles! 🐢 🐢 🐢 and burnt sand #blacksandbeach #blacksand #bigisland #hawaii #vacation
205492157,chowbabylovin,Sat Apr 28 02:07:41 +0000 2018,19.06031, -155.58605,Steak 🥩 seafood 🍤 açai 🍇alohamixfoodtruck #roadtrip #yum #food #bigisland #hawaii #instagood @
37065239,captainm56,Fri Apr 27 23:37:23 +0000 2018,19.7055, -155.086,"Pics from the plane @ Hilo, Hawai"
249767752,alexandrov59,Fri Apr 27 23:14:06 +0000 2018,20.1111, -155.599,"#mocha tans &amp; #waterfall hikes with the 🐐 @ Waipio, Hawai"
734132792,WanderTheMap,Fri Apr 27 23:09:27 +0000 2018,19.80819843, -155.70916587,We took the Saddle Road on a day trip from Holualoa to Hilo on the Big Island of Hawaii. The
107145554,alikaboy4music,Fri Apr 27 21:52:07 +0000 2018,19.7055, -155.086,"We in Hilo Baby😍😍😍#Keaukaha #Panaewa #Kalauli’s @ Hilo, Hawai"
15246236,Randall_Shirley,Fri Apr 27 20:11:20 +0000 2018,19.56666667, -155.5,Happy #AlohaFriday! Why does the Hawaii state flag include the Union Jack 🇬🇧? Come stay and
34309691,PattyKWilliams,Fri Apr 27 18:40:17 +0000 2018,19.9431, -155.79,"Photo walking tour with Ranae Keane was fantastic, we learned so much! #hawaii #bigisland"
205492157,chowbabylovin,Fri Apr 27 09:12:59 +0000 2018,19.573034, -155.962196,We actually flew to Hawaii just so we could see avengers infinity war at a reasonable hour
1855154000,etk_143,Fri Apr 27 07:56:23 +0000 2018,19.5833, -155.969,"It's pouring hard in #kahaluu🌴 @ Kahaluu, Hawai"
289779856,KonaHomeTeam,Tue May 01 03:03:35 +0000 2018,19.5264, -155.923,New Commercial Building For Sale in #Hawaii - go to our bio for a link to it
149004401,mikeygomikey,Tue May 01 00:50:21 +0000 2018,19.68921, -156.02133,Aloha sleepy friend. @ Kaloko-Honokōhau National Historical Park Hawai
272656504,chrisgrohusko,Tue May 01 00:39:17 +0000 2018,19.8253, -155.47,Winter star cluster M35 shot by Canada-France-Hawaii #telescope
1362940184,NeerajPeriwal,Tue May 01 00:31:37 +0000 2018,19.13664, -155.50421,black sand | white Vans#hawaii #blacksandbeach
1855154000,etk_143,Mon Apr 30 22:47:24 +0000 2018,19.5833, -155.969,"#kahaluu🌴 @ Kahaluu, Hawai"
401257758,ArcturusFlyer,Tue May 29 01:06:45 +0000 2018,18.9121422, -155.6819064,South Point
71276351,HI_physician,Tue May 29 01:06:02 +0000 2018,19.5208333, -155.9225,"Want to work at Envision? We're #hiring in #Kealakekua, HI! Click for details: I1eZmXjq9y"
618294231,_grammar_,Mon May 28 23:34:00 +0000 2018,18.21528411, -155.82388267,"It is you, @DrCameronMurray, who could have posted “time, [you] are missing” instead. ‘Your’ is a possessive determiner; ‘you’ i"
19560314,rockyrooo,Mon May 28 22:58:43 +0000 2018,20.0247, -155.662,Yum yum yum yum yum - Drinking a Malolo Special Pale by @bigislandbrew @ Big Island Brewhaus  
