id,name,text,desc,country,lang,city,geo
2460276247,IvanRobertoJr,RT @Fodce: @DaniloGentili @ManuelaDavila https://t.co/YrM0Mw9dJ8,Não desejamos mal a quase ninguém,Unidentified,und,Unidentified,Unidentified,Unidentified
3224505322,nemtentes,@irinags_ vou sexta à tarde,"se a vida te der limões, bebe uns shots de tequila • insta - leonor.lopess",Unidentified,pt,Unidentified,Unidentified,Unidentified
3224505322,nemtentes,@irinags_ eu vou ! por isso vem,"se a vida te der limões, bebe uns shots de tequila • insta - leonor.lopess",Unidentified,pt,Unidentified,Unidentified,Unidentified
293808160,zezesam,https://t.co/niXGbO5TuU,,Unidentified,und,Unidentified,Unidentified,Unidentified
4816338995,OliveiraLiviann,A inteligência ainda é a maior revolução contra o sistema,"Break the chains, be free ❥ Girls support girls",Unidentified,pt,Unidentified,Unidentified,Unidentified
614441348,fyagui,RT @Fodce: @DaniloGentili @ManuelaDavila https://t.co/YrM0Mw9dJ8,,Unidentified,und,Unidentified,Unidentified,Unidentified
334424343,naiivne,a cara do meu avô reaça quando o genro dele (a entidade milionária na família) falou que vai votar no haddadkkkakkssmkAAA,la clinique est souveraine,Unidentified,pt,Unidentified,Unidentified,Unidentified
293808160,zezesam,https://t.co/9WPh6N6t8i,,Unidentified,und,Unidentified,Unidentified,Unidentified
2608333297,omeright,RT @Fodce: @DaniloGentili @ManuelaDavila https://t.co/YrM0Mw9dJ8,Conservadorismo é a nova contracultura,Unidentified,und,Unidentified,Unidentified,Unidentified
32004851,milenereis,RT @Fodce: @DaniloGentili @ManuelaDavila https://t.co/YrM0Mw9dJ8,"Ora, o Senhor é o Espírito; e onde está o Espírito do Senhor, ali há LIBERDADE. (II Corinthios 3:17)",Unidentified,und,Unidentified,Unidentified,Unidentified
617142029,Carolp_alves,novo status: pessoas que visitaram meu perfil https://t.co/tmGWBYP7qR,,Unidentified,pt,Unidentified,Unidentified,Unidentified
956275082132893696,Coisailegal,RT @Fodce: @DaniloGentili @ManuelaDavila https://t.co/YrM0Mw9dJ8,Vivendo na Fé e me entregando ao Amor de Deus❤,Unidentified,und,Unidentified,Unidentified,Unidentified
252979194,lindaonlus,"ação missionario seminaristas Comise Maranhão NE Vcomise. Povoado São Benedito, Vitória do Mearim",ASSOCIAZIONE LINDA SPIGA PER IL SOSTEGNO ALLE MISSIONI ONLUS. L'Associazione opera in Brasile tramite due sacerdoti sardi in Missione a Viana e Matinha,Unidentified,pt,Unidentified,Unidentified,Unidentified
173163306,sluiz10,RT @Fodce: @DaniloGentili @ManuelaDavila https://t.co/YrM0Mw9dJ8,"chapéu de palha na cabeça de um otário e um chefe de família a procura de trabalho
 Corinthiano graças a Deus. obrigado mãe",Unidentified,und,Unidentified,Unidentified,Unidentified
1021904929013858304,crisdebug,"@izzynobre Link pro server já foi apagado, certo? Se não, queria entrar",Programador que ((dizem)) que sabe dançar,Unidentified,pt,Unidentified,Unidentified,Unidentified
3319847705,PatrickFischerr,"Vim aqui para pracinha, ventinho gostoso... Faltou luz","19, RJ ⛱️ | TRICOLOR 🇮🇹 Insta: fischerzaada",Unidentified,pt,Unidentified,Unidentified,Unidentified
1024115630100938752,DianaPaulaFerr5,RT @Fodce: @DaniloGentili @ManuelaDavila https://t.co/YrM0Mw9dJ8,"Mãe, esposa, cristã, trabalhadora, pró-vida, pró-armas, catequista. Estou aqui em defesa da família e do nosso futuro. Deus acima de todos!",Unidentified,und,Unidentified,Unidentified,Unidentified
49085751,sergiopediatra,"""Molly's Lips"" https://t.co/QcxoZt1xTs",Pediatra atendendo crianças e adolescentes em Picos e região. PRONTOCLÍNICA https://t.co/YHRyoCFm0D,Unidentified,en,Unidentified,Unidentified,Unidentified
2892096892,Pedrogplay,RT @Fodce: @DaniloGentili @ManuelaDavila https://t.co/YrM0Mw9dJ8,Aqui é #Galo! #Pimba! #GoBD!,Unidentified,und,Unidentified,Unidentified,Unidentified
64041431,cleide_mariana,RT @Accuarya: Cadê os VAGABUNDOS que logo logo serão processados? https://t.co/cfNgy2ewRa,"medica,terapeuta floral,mãe, vascaina e colorada,gateira,ferrarista,valencianista,paraibana,espírita. Sou da Direita com orgulho! https://t.co/voxk1zK3NA",Unidentified,pt,Unidentified,Unidentified,Unidentified
1015429395815821313,ricadesaude,@UOL @felipelrln,"não sou de humanas nem de exatas, sou de picos",Unidentified,und,Unidentified,Unidentified,Unidentified
3319847705,PatrickFischerr,https://t.co/G3SVALcEb7,"19, RJ ⛱️ | TRICOLOR 🇮🇹 Insta: fischerzaada",Unidentified,und,Unidentified,Unidentified,Unidentified
54629726,otavioveloso,Vendo agora outro Jair Bolsonaro no Jornal Nacional. Que mudança!,,Unidentified,pt,Unidentified,Unidentified,Unidentified
1015429395815821313,ricadesaude,@florzinharubra eh verme,"não sou de humanas nem de exatas, sou de picos",Unidentified,it,Unidentified,Unidentified,Unidentified
138403552,vaniacury,"RT @magnamoreira_: O Barça não tem que mendigar espaço em tv para ganhar uns trocados, como faz a Globo com os clubes brasileiros https://t…","Carioca, flamenguista, fã de Beatles, mãe de três filhas maravilhosas.",Unidentified,pt,Unidentified,Unidentified,Unidentified
769846702010343430,alybersaba,RT @PTpaooooo: Congrats saatin mahal ko kayo!💖💛 https://t.co/MLXUOPnriI,marupokpok.,Unidentified,tl,Unidentified,Unidentified,Unidentified
49085751,sergiopediatra,"""Bela Lugosi's Dead"" https://t.co/FOuMrGnATE",Pediatra atendendo crianças e adolescentes em Picos e região. PRONTOCLÍNICA https://t.co/YHRyoCFm0D,Unidentified,es,Unidentified,Unidentified,Unidentified
204388152,CesiraPapera,Gostei de um vídeo @YouTube https://t.co/sKqOA1XcC5: A NOVA ARMAÇÃO DA ESQUERDA CONTRA BOLSONARO. #joicehasselmann,,Unidentified,pt,Unidentified,Unidentified,Unidentified
49085751,sergiopediatra,É #FakeNews que #FakeNews são as responsáveis pela derrota do partido mais #Fake da história deste país.,Pediatra atendendo crianças e adolescentes em Picos e região. PRONTOCLÍNICA https://t.co/YHRyoCFm0D,Unidentified,pt,Unidentified,Unidentified,Unidentified
204388152,CesiraPapera,Gostei de um vídeo @YouTube https://t.co/3dXBWdeAOL para o governo de São Paulo - 2º turno,,Unidentified,pt,Unidentified,Unidentified,Unidentified
79940706,rielbertti,I liked a @YouTube video https://t.co/ykv1Unna78 Super Castlevania 4: Stage 1,"Alguém que busca o respeito às liberdades individuais; que busca desenhar, animar, criar.",Unidentified,en,Unidentified,Unidentified,Unidentified
153027597,zenetoadv,"Quando todos estão armados, ninguém está seguro! em Picos https://t.co/YkMiXS5LKZ",Advogado,Brazil,pt,"Picos, Brasil",-7.08657,-41.46967
79940706,rielbertti,Super Castlevania 4: Stage 1: https://t.co/ykv1Unna78 via @YouTube,"Alguém que busca o respeito às liberdades individuais; que busca desenhar, animar, criar.",Unidentified,en,Unidentified,Unidentified,Unidentified
254638378,marcielbrito1,https://t.co/Cwe7Q3BJev,"ex: segurança  da banda malla 100 alça! tour  2010 a 2014!
vendedor Copperline fios e cabos",Unidentified,und,Unidentified,Unidentified,Unidentified
429387605,chicojunyor89,o seu perfil foi visto por 8 pessoas nas últimas 12 horas https://t.co/3PxuBPbMqQ,Segue que sigo de volta! 😉😘,Unidentified,pt,Unidentified,Unidentified,Unidentified
49085751,sergiopediatra,O PT não tem medo de passar ridículo.,Pediatra atendendo crianças e adolescentes em Picos e região. PRONTOCLÍNICA https://t.co/YHRyoCFm0D,Unidentified,pt,Unidentified,Unidentified,Unidentified
533528819,cmachadooficial,"A Mega Machado é completa! Logo no primeiro dia teve muito conhecimento, dicas super importantes para o Enem, mas t… https://t.co/GcUsulUcsW","Colégio Machado de Assis. Rua Cel. Luis Santos, 751 - Centro - Picos - Piauí
(89) 3422-1506.",Unidentified,pt,Unidentified,Unidentified,Unidentified
49085751,sergiopediatra,Even In His Youth (B-Side) https://t.co/4xfJGr6MMz,Pediatra atendendo crianças e adolescentes em Picos e região. PRONTOCLÍNICA https://t.co/YHRyoCFm0D,Unidentified,en,Unidentified,Unidentified,Unidentified
54629726,otavioveloso,Já pensou que vira moda? Rsrs https://t.co/BAZSDHsXaC,,Unidentified,pt,Unidentified,Unidentified,Unidentified
1322877547,evanpetrs,"O JESSE C A LANA BICHO, VEM FEAT",sweet little baby in a world full of pain,Brazil,pt,"Picos, Brasil",Unidentified,Unidentified
1322877547,evanpetrs,MEU DEUSSSSSSSS https://t.co/2RCFU0m2Zq,sweet little baby in a world full of pain,Brazil,pt,"Picos, Brasil",Unidentified,Unidentified
533528819,cmachadooficial,"O primeiro dia da #megamachado2018 foi um sucesso!! Tivemos muito conhecimento, diversão e interação. Amanhã tem mu… https://t.co/gBnzXcBrKA","Colégio Machado de Assis. Rua Cel. Luis Santos, 751 - Centro - Picos - Piauí
(89) 3422-1506.",Unidentified,pt,Unidentified,Unidentified,Unidentified
1040633846545432576,ElissandraAlm11,@jairbolsonaro #MarketeirosDoJair,,Unidentified,und,Unidentified,Unidentified,Unidentified
293808160,zezesam,"ESTAMOS DE OLHO.TSE afirma campanha de Bolsonaro é limpa, pessoal fomos absolvidos ufa! toma Hadanta!!!#BOLSONARO17",,Unidentified,pt,Unidentified,Unidentified,Unidentified
1040633846545432576,ElissandraAlm11,@FlavioBolsonaro #MarketeirosDoJair,,Unidentified,und,Unidentified,Unidentified,Unidentified
1040633846545432576,ElissandraAlm11,#MarketeirosDoJair,,Unidentified,und,Unidentified,Unidentified,Unidentified
1015429395815821313,ricadesaude,@DaniloGentili @ManuelaDavila @LulaOficial @felipelrln KKKKKKKKKKK,"não sou de humanas nem de exatas, sou de picos",Unidentified,und,Unidentified,Unidentified,Unidentified
796852896105136128,Seguesonaboa,Pensava que ia estar um frio do crl mas não até está fixe,"https://t.co/TuAP6HoSUh…  

https://t.co/JE9adQLtQu",Unidentified,pt,Unidentified,Unidentified,Unidentified
1015429395815821313,ricadesaude,@florzinharubra indireta p ualacy,"não sou de humanas nem de exatas, sou de picos",Unidentified,in,Unidentified,Unidentified,Unidentified
254638378,marcielbrito1,https://t.co/DxDwP7t2HZ,"ex: segurança  da banda malla 100 alça! tour  2010 a 2014!
vendedor Copperline fios e cabos",Unidentified,und,Unidentified,Unidentified,Unidentified
796852896105136128,Seguesonaboa,A noite nem está má!!,"https://t.co/TuAP6HoSUh…  

https://t.co/JE9adQLtQu",Unidentified,pt,Unidentified,Unidentified,Unidentified
1668801470,PCarvalho_2222,@Brancaleone72 @FilipeBGuerra É apenas um cenário. Mas eu ainda estou para ver quando é que o Euro terá esses probl… https://t.co/IqTS5QVJyz,I've nothing to say. I would rather listen.,Unidentified,pt,Unidentified,Unidentified,Unidentified
796852896105136128,Seguesonaboa,Vim no lagoas vim ter cm o Sergio e cm o Andre ouvir um som e quês,"https://t.co/TuAP6HoSUh…  

https://t.co/JE9adQLtQu",Unidentified,pt,Unidentified,Unidentified,Unidentified
54629726,otavioveloso,E essa ventania?,,Unidentified,pt,Unidentified,Unidentified,Unidentified
293808160,zezesam,https://t.co/GaCaJ6kRfp,,Unidentified,und,Unidentified,Unidentified,Unidentified
990755076737298433,sounay2508,"RT @lucas_perera33: pq cruzeirense ganha título em cima do corinthians e grita ""chupa franga"" ? hahaha",❤,Unidentified,pt,Unidentified,Unidentified,Unidentified
1668801470,PCarvalho_2222,@Brancaleone72 @FilipeBGuerra A França pode ter interesse no euro para alguns países do Sul. É um cenário que pode acontecer.,I've nothing to say. I would rather listen.,Unidentified,pt,Unidentified,Unidentified,Unidentified
1412842141,georgeafg,RT @magnamoreira_: Ele foi banido dia 11/10. Retornou dia 14/10. https://t.co/zy27KedxBw,👍,Unidentified,pt,Unidentified,Unidentified,Unidentified
946572106602631168,IsacHamerski22,@llllgmf Harry Potter,é o hype é nois,Unidentified,en,Unidentified,Unidentified,Unidentified
254638378,marcielbrito1,https://t.co/xZu0M1Uidm,"ex: segurança  da banda malla 100 alça! tour  2010 a 2014!
vendedor Copperline fios e cabos",Unidentified,und,Unidentified,Unidentified,Unidentified
293808160,zezesam,https://t.co/tlQUOFzJuR,,Unidentified,und,Unidentified,Unidentified,Unidentified
293808160,zezesam,https://t.co/ONR3P75vmG,,Unidentified,und,Unidentified,Unidentified,Unidentified
705566085400150021,intotherod,RT @naoouvofrases: Não Ouvo #161 - Hiroshima e Nagazap-@lucasinutilismo https://t.co/ljVbtvXnd9,funk dancing for self defense,Unidentified,pt,Unidentified,Unidentified,Unidentified
4816338995,OliveiraLiviann,ta tudo no meu kindle mas e a preguiça,"Break the chains, be free ❥ Girls support girls",Unidentified,pt,Unidentified,Unidentified,Unidentified
4816338995,OliveiraLiviann,quem ta vendo revisão das obras da crUEL pq leu só uma nesse meio tempo fala “eu”EU,"Break the chains, be free ❥ Girls support girls",Unidentified,pt,Unidentified,Unidentified,Unidentified
944712100848590849,orgulho__sfc,"@alexsandro2017t Tomara, mas foi mal de novo o Peres. Na minha opinião ja devia ter conversado com a sampdoria, ja… https://t.co/9ubXz5dXSg",é o santos porra,Unidentified,pt,Unidentified,Unidentified,Unidentified
944712100848590849,orgulho__sfc,"@alexsandro2017t Tomara, mas foi mal de novo o Peres. Na minha opinião ja devia ter conversado com a sampdoria, ja… https://t.co/9ubXz5dXSg",é o santos porra,Unidentified,pt,Unidentified,Unidentified,Unidentified
363694761,tayviaana,@aigarifiling KKKKKK TA,sempre triste,Unidentified,und,Unidentified,Unidentified,Unidentified
293808160,zezesam,https://t.co/uMHT4qBgid,,Unidentified,und,Unidentified,Unidentified,Unidentified
976852311891955712,naoouvofrases,Não Ouvo Retrô #080 - Família vende tudo-@naosalvo https://t.co/KvPr4FL7mg,Reunindo frases faladas no Não Ouvo pelos maiores pensadores brasileiros da Família Não Salvo - por @rayanovelha / @arthurzurique | Sugestões via DM,Unidentified,pt,Unidentified,Unidentified,Unidentified
944712100848590849,orgulho__sfc,"@alexsandro2017t Mas outro fato que dificulta é seu pedido salarial, de 500 mil.",é o santos porra,Unidentified,pt,Unidentified,Unidentified,Unidentified
976852311891955712,naoouvofrases,Não Ouvo #161 - Hiroshima e Nagazap-@magalzaoshow https://t.co/vsH2xKFvV3,Reunindo frases faladas no Não Ouvo pelos maiores pensadores brasileiros da Família Não Salvo - por @rayanovelha / @arthurzurique | Sugestões via DM,Unidentified,pt,Unidentified,Unidentified,Unidentified
976852311891955712,naoouvofrases,Não Ouvo #161 - Hiroshima e Nagazap-@lucasinutilismo https://t.co/6FSq61kEKb,Reunindo frases faladas no Não Ouvo pelos maiores pensadores brasileiros da Família Não Salvo - por @rayanovelha / @arthurzurique | Sugestões via DM,Unidentified,pt,Unidentified,Unidentified,Unidentified
976852311891955712,naoouvofrases,Não Ouvo #161 - Hiroshima e Nagazap-@lucasinutilismo https://t.co/ljVbtvXnd9,Reunindo frases faladas no Não Ouvo pelos maiores pensadores brasileiros da Família Não Salvo - por @rayanovelha / @arthurzurique | Sugestões via DM,Unidentified,pt,Unidentified,Unidentified,Unidentified
444291426,JholSSantos,"RT @felipeflemos: Palmeiras quer reforçar seu ataque e já tem um novo alvo, a pedido do técnico Felipão em 2019 -&gt; https://t.co/m15NOtkdON","E o Palmeiras no ardor da partida, Transformando a lealdade em padrão. Sabe sempre levar de vencida E mostrar que, de fato, é campeão!",Unidentified,pt,Unidentified,Unidentified,Unidentified
218748524,magnamoreira_,@efarsas Pois é. Suspeitíssimo. Ele pretende algo que ainda não sabemos o que é,professora e advogada,Unidentified,pt,Unidentified,Unidentified,Unidentified
842205836990660608,JogadorN01,Saudade de ter uns amigos(a) pra trocar ideia,quero ir pra um lugar frio e curtir um romance ouvindo rap,Unidentified,pt,Unidentified,Unidentified,Unidentified
944712100848590849,orgulho__sfc,"A Sampdoria, clube a que o Dodô  pertence, recebeu propostas de clubes europeus e clube mexicano pelo mesmo, dificu… https://t.co/V4QcWVqWOb",é o santos porra,Unidentified,pt,Unidentified,Unidentified,Unidentified
953701856504623104,_carolcapgomes_,RT @joaovieiradaluz: quem prefere filipinos de chocolate de leite a filipinos de chocolate branco tem sérios problemas,",,❥,,🤸🏻‍♀️",Unidentified,pt,Unidentified,Unidentified,Unidentified
1668801470,PCarvalho_2222,"@Brancaleone72 @FilipeBGuerra Portugal deve ser dos últimos a abandonar o Euro. Aliás, não me espantaria se o Euro… https://t.co/dBLCw5gSAZ",I've nothing to say. I would rather listen.,Unidentified,pt,Unidentified,Unidentified,Unidentified
293808160,zezesam,https://t.co/NljYncXqPQ,,Unidentified,und,Unidentified,Unidentified,Unidentified
293808160,zezesam,https://t.co/GUwbvi7xxN,,Unidentified,und,Unidentified,Unidentified,Unidentified
334424343,naiivne,já chorei umas 2 vezes com esse filme o quão ridícula eu sou???,la clinique est souveraine,Unidentified,pt,Unidentified,Unidentified,Unidentified
218748524,magnamoreira_,Ele foi banido dia 11/10. Retornou dia 14/10. https://t.co/zy27KedxBw,professora e advogada,Unidentified,pt,Unidentified,Unidentified,Unidentified
293808160,zezesam,"SOU EMPRESÁRIO E DAÍ.Eu tenho coração, RG e CPF, não me chame de robô, quem roubou foi o PT ! 😂😂😂😂",,Unidentified,pt,Unidentified,Unidentified,Unidentified
334424343,naiivne,assistindo jurassic world a blue não pode morrer porra,la clinique est souveraine,Unidentified,pt,Unidentified,Unidentified,Unidentified
878003057119907841,dj_felipee,@gabilangami @174kloe @majurinhav adivinha de quem eu lembrei? 😍❤️💕,,Unidentified,pt,Unidentified,Unidentified,Unidentified
878003057119907841,dj_felipee,@isabeycosta @174kloe Manda pro Piaui! 😅👏🏾👏🏾,,Unidentified,pt,Unidentified,Unidentified,Unidentified
2881068995,rainhatrist,@Luan_Patrick_R @arthodu cacela o rti de hj,To aqui só pra reclamar,Unidentified,pt,Unidentified,Unidentified,Unidentified
2881068995,rainhatrist,@ 'a' me chamando pra sair quando a deixa é pra @ 'b' resume bem minha vida amorosa,To aqui só pra reclamar,Unidentified,pt,Unidentified,Unidentified,Unidentified
218748524,magnamoreira_,"O Barça não tem que mendigar espaço em tv para ganhar uns trocados, como faz a Globo com os clubes brasileiros https://t.co/TLyRwM0NGb",professora e advogada,Unidentified,pt,Unidentified,Unidentified,Unidentified
758016678160719873,marciobeltraogv,"Depois que ela chegou aqui em casa. Acho que fiquei abestalhado. E mudei minha visão,sobre os animais. Tô apaixonad… https://t.co/10DiYAxJtO","FLAMENGO ATÉ MORRER! CASADO COM EMANUELLE, PAI DE LETÍCIA E LAURA. FAÇO PARTE DA FAMÍLIA DA ESPERANÇA, https://t.co/NN7KfpReEx",Unidentified,pt,Unidentified,Unidentified,Unidentified
1160223654,artidigital,https://t.co/hRjNSBFkw3,"TRABALHE EM CASA!
TRABALHE EM QUALQUER LUGAR!
TRABALHE PELA INTERNET!
Comece seu próprio negocio ainda hoje!
Viste http://t.co/fInW5ioKgG",Unidentified,und,Unidentified,Unidentified,Unidentified
525431698,tropicalfmlight,Novo sucesso lançado ontem em Floriano https://t.co/kRt9nI2xFh,,Unidentified,pt,Unidentified,Unidentified,Unidentified
854522145619288065,Nandaa1605,"RT @Accuarya: Já que tão subindo a tag #VenezuelaSOS, me ajudem a divulgar: preciso de ajuda pra retirar minha filha e meu neto de lá, URGE…",,Unidentified,pt,Unidentified,Unidentified,Unidentified
881476974,RayanyMoura,o seu perfil foi visto por 8 pessoas nas últimas 12 horas https://t.co/dDG3msJQf2,"Nordestina, flamenguista, solteira e  chata.",Unidentified,pt,Unidentified,Unidentified,Unidentified
760557686,OvelhaVermelha7,RT @magnamoreira_: Esse povo do MP é ingênuo ou se faz? https://t.co/M6c6hbKgF0,A cultura é uma coisa apavorante para os ditadores. Um povo que lê nunca será um povo escravizado- Antonio Lobo Antunes,Unidentified,pt,Unidentified,Unidentified,Unidentified
719311242,aryelmeendes,Engarrafamento de leve,Mãe da Lorenna,Unidentified,es,Unidentified,Unidentified,Unidentified
817758721170436101,cecejesus_,@babymaryyyd Troca de casa cmg então já não a suporto,ॐ,Unidentified,pt,Unidentified,Unidentified,Unidentified
1160223654,artidigital,https://t.co/pcjb0WSsc7,"TRABALHE EM CASA!
TRABALHE EM QUALQUER LUGAR!
TRABALHE PELA INTERNET!
Comece seu próprio negocio ainda hoje!
Viste http://t.co/fInW5ioKgG",Unidentified,und,Unidentified,Unidentified,Unidentified
490898703,NolameC,"Veja “EU SAIO NA PRÓXIMA, E VOCÊ?”Entradas grátis. Faça o seguinte:1º Fazer 'gosto' na publicação do Passatempo;… https://t.co/Hq9Ovkjo4Q",,Unidentified,pt,Unidentified,Unidentified,Unidentified
904137574209474560,freire_toni,"RT @Accuarya: Já que tão subindo a tag #VenezuelaSOS, me ajudem a divulgar: preciso de ajuda pra retirar minha filha e meu neto de lá, URGE…",to nem ai para rede social. só quero a vitória do Presidente Bolsonaro  Brasil acima de tudo. Deus acima de todos!,Unidentified,pt,Unidentified,Unidentified,Unidentified
490898703,NolameC,Pão de Ló de Margaride#paodelomargaride #algescomsabores https://t.co/CMj4QP7rcO,,Unidentified,pt,Unidentified,Unidentified,Unidentified
218748524,magnamoreira_,Esse povo do MP é ingênuo ou se faz? https://t.co/M6c6hbKgF0,professora e advogada,Unidentified,pt,Unidentified,Unidentified,Unidentified
69134992,FabThomaz,RT @ZinhoMart: @FabThomaz Cara. É isso mesmo. Potencializado em 100 x quando vc é hipocondríaco.,What the hell am I doing here? I don't belong here.,Unidentified,pt,Unidentified,Unidentified,Unidentified
922459005305401347,MariaPe07593237,RT @Celux01: …guardare le cose dall’alto è uscire da sé per diventare infine ciò che si è.Vittorio Francione#NewYork #NewYorkCity #USA #F…,,Unidentified,it,Unidentified,Unidentified,Unidentified
490898703,NolameC,https://t.co/alqc0prWXZ,,Unidentified,und,Unidentified,Unidentified,Unidentified
431839923,ZinhoMart,@FabThomaz Cara. É isso mesmo. Potencializado em 100 x quando vc é hipocondríaco.,... just one day.,Unidentified,pt,Unidentified,Unidentified,Unidentified
1663073882,Dany_Tavares2,@_Guilherme84 @_Jeffreitas @be4silva,,Unidentified,und,Unidentified,Unidentified,Unidentified
490898703,NolameC,"A Urban Market organiza este fim de semana, nos dias 20 e 21 de outubro, entre as 10h e as 18h, mais um mercado, co… https://t.co/v57FkPUQI3",,Unidentified,pt,Unidentified,Unidentified,Unidentified
803330372,paulohe12545150,@brunoformiga https://t.co/extgJN5waE,"Canhoto, Piauiense, Historiador. Flamengo até morrer eu sou.",Unidentified,und,Unidentified,Unidentified,Unidentified
331890045,yurecostaa1,Um amor chamado Piauí ❤️ https://t.co/4J2PspUm87,WhatsApp 89 81489187,Unidentified,pt,Unidentified,Unidentified,Unidentified
1663073882,Dany_Tavares2,@kehduds20 Ah nem 😓,,Unidentified,pt,Unidentified,Unidentified,Unidentified
4268324729,rodriggoluzz,@Calosalvador Hehehehe.. concordo.. a primeira é Raça Negra,"Pai da Heloysa, do Bernardo e da Isabella, corinthiano e amante da vida.",Unidentified,pt,Unidentified,Unidentified,Unidentified
490898703,NolameC,Que tal estar a bordo deste navio na próximas férias? Com a Incruises os sonhos são possíveis!!!… https://t.co/F6DiyI8Jgi,,Unidentified,pt,Unidentified,Unidentified,Unidentified
492268049,omelquibrito,"Te amo, Piauí! ☀️☄️💛💚 em Picos https://t.co/WRppq2R3KX",Cantor e Compositor Piauiense. Criador de Conteúdo: https://t.co/5J7WLjTjv6 email - melquibrito7@gmail.com,Unidentified,pt,Unidentified,Unidentified,Unidentified
3127639644,thiago_luzs,@gleisi Lei Roubanet nunca mais!!! 😂😂😂😂😂,,Unidentified,pt,Unidentified,Unidentified,Unidentified
